State,Year,Quater,Districts,Transaction_count,Transaction_amount
Gujarat,2023,4,rajkot district,15005682,26723191144.0
Gujarat,2023,4,aravallis district,6108994,9664540943.0
Gujarat,2023,4,chhotaudepur district,1563239,2358569105.0
Gujarat,2023,4,botad district,3323009,6193409411.0
Gujarat,2023,4,bharuch district,26006725,30590024824.0
Gujarat,2023,4,bhavnagar district,8495955,16920246054.0
Gujarat,2023,4,junagadh district,2943946,5887944270.0
Gujarat,2023,4,mahesana district,17716518,30965776190.0
Gujarat,2023,4,the dangs district,798365,1026115733.0
Gujarat,2023,4,kheda district,7535302,11159583601.0
Gujarat,2023,4,surat district,89306058,121540678231.0
Gujarat,2023,4,porbandar district,1018034,2408521508.0
Gujarat,2023,4,gandhinagar district,28600724,39542236594.0
Gujarat,2023,4,panch mahals district,6384966,8825996905.0
Gujarat,2023,4,narmada district,1960220,2551505964.0
Gujarat,2023,4,gir somnath district,3604683,7178241759.0
Gujarat,2023,4,valsad district,23727240,28875069638.0
Gujarat,2023,4,mahisagar district,2486374,3911148107.0
Gujarat,2023,4,sabar kantha district,10465428,16753741150.0
Gujarat,2023,4,tapi district,3898373,5350667233.0
Gujarat,2023,4,vadodara district,35268395,42648582739.0
Gujarat,2023,4,banas kantha district,32777092,56428699466.0
Gujarat,2023,4,amreli district,3231522,5994626087.0
Gujarat,2023,4,ahmadabad district,125267617,190761203190.0
Gujarat,2023,4,dohad district,6834880,10338663849.0
Gujarat,2023,4,navsari district,5667795,8043463428.0
Gujarat,2023,4,patan district,9984379,17353830621.0
Gujarat,2023,4,kachchh district,24314313,34220033958.0
Gujarat,2023,4,surendranagar district,5854706,11997980078.0
Gujarat,2023,4,morbi district,7286388,14625415788.0
Haryana,2018,1,yamunanagar district,102917,125333909.59597155
Haryana,2018,1,sonipat district,178766,279804665.74758285
Haryana,2018,1,jind district,117357,186842136.19643256
Haryana,2018,1,rohtak district,121728,215207976.23801106
Haryana,2018,1,faridabad district,521939,772738359.1903924
Haryana,2018,1,mahendragarh district,89413,119624307.98030695
Haryana,2018,1,hisar district,240517,355732765.75367296
Haryana,2018,1,karnal district,169313,247718779.0667546
Haryana,2018,1,fatehabad district,116455,105677674.30945694
Haryana,2018,1,palwal district,97942,145340107.56054282
Haryana,2018,1,charkhi dadri district,32910,49515979.82368229
Haryana,2018,1,ambala district,119503,189250271.9381209
Haryana,2018,1,rewari district,199418,280095218.8487885
Haryana,2018,1,panchkula district,86298,142847688.49278012
Haryana,2018,1,bhiwani district,125150,190361119.40027064
Haryana,2018,1,sirsa district,164867,164313975.8712107
Haryana,2018,1,mewat district,80255,132978792.61417456
Haryana,2018,1,panipat district,183960,263054774.74491566
Haryana,2018,1,gurugram district,1408070,2317083393.8960977
Haryana,2018,1,kaithal district,98466,149686426.2181104
Haryana,2018,1,kurukshetra district,110204,172343157.32717517
Haryana,2018,1,jhajjar district,115322,187960033.84590232
Haryana,2018,2,yamunanagar district,145792,222903345.7494049
Haryana,2018,2,sonipat district,253130,475518495.4836759
Haryana,2018,2,jind district,155618,316637352.4092227
Haryana,2018,2,rohtak district,179677,372787270.2835766
Haryana,2018,2,faridabad district,698865,1211325239.4669201
Haryana,2018,2,mahendragarh district,120215,213293581.47763312
Haryana,2018,2,hisar district,320500,627894549.2713584
Haryana,2018,2,karnal district,224254,430353501.61753666
Haryana,2018,2,fatehabad district,169161,203643680.86269987
Haryana,2018,2,palwal district,128161,242183536.64887157
Haryana,2018,2,charkhi dadri district,43322,88537038.62394696
Haryana,2018,2,ambala district,180500,352994750.8908926
Haryana,2018,2,rewari district,263194,453157049.1288283
Haryana,2018,2,panchkula district,130924,264234229.40968552
Haryana,2018,2,bhiwani district,167009,329873004.9319056
Haryana,2018,2,sirsa district,234948,288080253.195745
Haryana,2018,2,mewat district,115296,249716563.945022
Haryana,2018,2,panipat district,265754,440169913.37038267
Haryana,2018,2,gurugram district,1893511,3604758914.7352195
Haryana,2018,2,kaithal district,142167,283466007.10194105
Haryana,2018,2,kurukshetra district,153556,302704098.7344694
Haryana,2018,2,jhajjar district,165377,346182064.7776333
Haryana,2018,3,yamunanagar district,165095,320728121.92955375
Haryana,2018,3,sonipat district,315829,689899150.946893
Haryana,2018,3,jind district,186905,487064678.1780566
Haryana,2018,3,rohtak district,242013,568546327.4827201
Haryana,2018,3,faridabad district,1058983,1722572594.3324819
Haryana,2018,3,mahendragarh district,145319,313539207.01478326
Haryana,2018,3,hisar district,390428,961080725.8344725
Haryana,2018,3,karnal district,282956,594890203.9680781
Haryana,2018,3,fatehabad district,159967,308682508.9638707
Haryana,2018,3,palwal district,173758,381999796.4721205
Haryana,2018,3,charkhi dadri district,49278,120685428.87020168
Haryana,2018,3,ambala district,233248,522223540.2280037
Haryana,2018,3,rewari district,350599,643047741.7898455
Haryana,2018,3,panchkula district,171066,391072983.2679684
Haryana,2018,3,bhiwani district,207426,475078358.166042
Haryana,2018,3,sirsa district,222321,409263123.8749541
Haryana,2018,3,mewat district,138275,371454678.0918274
Haryana,2018,3,panipat district,331409,660571357.2553346
Haryana,2018,3,gurugram district,2877059,5115393851.988528
Haryana,2018,3,kaithal district,149271,393148924.7561258
Haryana,2018,3,kurukshetra district,195635,451182253.483242
Haryana,2018,3,jhajjar district,215184,473013450.73230076
Haryana,2018,4,yamunanagar district,216626,469237639.97114
Haryana,2018,4,sonipat district,428989,1037340218.1738504
Haryana,2018,4,jind district,259036,778822776.4793004
Haryana,2018,4,rohtak district,300319,829370092.988213
Haryana,2018,4,faridabad district,2271109,2832603200.576729
Haryana,2018,4,mahendragarh district,211639,545441257.9905821
Haryana,2018,4,hisar district,511206,1476103125.5799584
Haryana,2018,4,karnal district,356327,883621789.4906831
Haryana,2018,4,fatehabad district,203164,453801169.98377275
Haryana,2018,4,palwal district,383775,672481291.542182
Haryana,2018,4,charkhi dadri district,69055,210310441.2750916
Haryana,2018,4,ambala district,313017,778868451.264339
Haryana,2018,4,rewari district,535609,1038332553.8976262
Haryana,2018,4,panchkula district,237408,563481852.1845164
Haryana,2018,4,bhiwani district,267720,748611718.7064086
Haryana,2018,4,sirsa district,290380,618718729.5792961
Haryana,2018,4,mewat district,223048,658766830.3378227
Haryana,2018,4,panipat district,427930,960831966.9902785
Haryana,2018,4,gurugram district,4651606,7834266744.800947
Haryana,2018,4,kaithal district,211975,600215099.0389218
Haryana,2018,4,kurukshetra district,260273,658077491.6740903
Haryana,2018,4,jhajjar district,319972,741571573.9301258
Haryana,2019,1,yamunanagar district,316341,621768079.7163557
Haryana,2019,1,sonipat district,699422,1419939621.3328834
Haryana,2019,1,jind district,347169,901895353.7033024
Haryana,2019,1,rohtak district,575222,1345411743.258372
Haryana,2019,1,faridabad district,4020631,4128377201.436385
Haryana,2019,1,mahendragarh district,329809,700858191.0505589
Haryana,2019,1,hisar district,703750,1656524675.572846
Haryana,2019,1,karnal district,589011,1295083691.156188
Haryana,2019,1,fatehabad district,241196,525503934.381601
Haryana,2019,1,palwal district,719323,1032542809.3600863
Haryana,2019,1,charkhi dadri district,87835,251032566.66860646
Haryana,2019,1,ambala district,448912,923757681.9398445
Haryana,2019,1,rewari district,992599,1395914440.321243
Haryana,2019,1,panchkula district,336765,690225761.0202861
Haryana,2019,1,bhiwani district,365815,911210973.3776145
Haryana,2019,1,sirsa district,384247,765910302.0482943
Haryana,2019,1,mewat district,366223,978845773.851742
Haryana,2019,1,panipat district,685081,1414874465.0357556
Haryana,2019,1,gurugram district,8723777,10558099866.889874
Haryana,2019,1,kaithal district,286388,720662628.1171092
Haryana,2019,1,kurukshetra district,368183,771166495.110753
Haryana,2019,1,jhajjar district,548076,1042049466.2823191
Haryana,2019,2,yamunanagar district,322842,733097991.577941
Haryana,2019,2,sonipat district,888795,2100408323.2797818
Haryana,2019,2,jind district,335183,1085616289.0455685
Haryana,2019,2,rohtak district,1096201,2813329870.614499
Haryana,2019,2,faridabad district,3523377,4505940224.12398
Haryana,2019,2,mahendragarh district,359714,903928698.6442676
Haryana,2019,2,hisar district,761001,2054472611.492754
Haryana,2019,2,karnal district,814251,2062725761.781968
Haryana,2019,2,fatehabad district,212170,601431999.6543777
Haryana,2019,2,palwal district,741633,1293085677.97656
Haryana,2019,2,charkhi dadri district,99348,298692889.2887847
Haryana,2019,2,ambala district,516192,1205417087.9927247
Haryana,2019,2,rewari district,889511,1639474281.2498112
Haryana,2019,2,panchkula district,351461,780115034.3599005
Haryana,2019,2,bhiwani district,374433,1139830017.208538
Haryana,2019,2,sirsa district,344381,869817209.2879229
Haryana,2019,2,mewat district,415855,1221071244.3604546
Haryana,2019,2,panipat district,1019615,2473242371.019817
Haryana,2019,2,gurugram district,8386864,11575310786.46454
Haryana,2019,2,kaithal district,298191,881165185.4286922
Haryana,2019,2,kurukshetra district,421509,955339769.7510326
Haryana,2019,2,jhajjar district,569289,1308026488.612537
Haryana,2019,3,yamunanagar district,399398,857965334.812949
Haryana,2019,3,sonipat district,1066029,2495689739.736125
Haryana,2019,3,jind district,408678,1216085135.9555068
Haryana,2019,3,rohtak district,1158516,3225248552.778762
Haryana,2019,3,faridabad district,4701377,5869168552.228926
Haryana,2019,3,mahendragarh district,507177,1079689950.6489153
Haryana,2019,3,hisar district,1055411,2558826214.5634766
Haryana,2019,3,karnal district,991286,2467996778.7886715
Haryana,2019,3,fatehabad district,283362,718709989.016398
Haryana,2019,3,palwal district,1061268,1687988450.1171808
Haryana,2019,3,charkhi dadri district,136612,339477044.5007904
Haryana,2019,3,ambala district,637004,1419170555.3688216
Haryana,2019,3,rewari district,1206241,2010833861.5122523
Haryana,2019,3,panchkula district,484783,992298739.8465135
Haryana,2019,3,bhiwani district,475369,1281625493.351535
Haryana,2019,3,sirsa district,420805,994405010.8659168
Haryana,2019,3,mewat district,620519,1477213719.6138625
Haryana,2019,3,panipat district,1155825,2901827842.8905134
Haryana,2019,3,gurugram district,11843666,15022524504.76374
Haryana,2019,3,kaithal district,358681,1010171721.1891437
Haryana,2019,3,kurukshetra district,616227,1219547000.4705918
Haryana,2019,3,jhajjar district,755297,1642655006.4215214
Haryana,2019,4,yamunanagar district,498392,1112625525.9934711
Haryana,2019,4,sonipat district,1368457,3347168252.768132
Haryana,2019,4,jind district,536486,1639970055.1800826
Haryana,2019,4,rohtak district,1428337,4158625641.7923813
Haryana,2019,4,faridabad district,5358174,7782346423.807224
Haryana,2019,4,mahendragarh district,694592,1584910815.2201228
Haryana,2019,4,hisar district,1309901,3351369912.8069725
Haryana,2019,4,karnal district,1280457,3322975421.6792216
Haryana,2019,4,fatehabad district,377876,992743748.5799375
Haryana,2019,4,palwal district,1273274,2370503274.3677926
Haryana,2019,4,charkhi dadri district,168941,463339408.27955604
Haryana,2019,4,ambala district,820296,1895665170.8741636
Haryana,2019,4,rewari district,1538398,2831585559.7951837
Haryana,2019,4,panchkula district,573361,1179807255.721688
Haryana,2019,4,bhiwani district,618484,1752990396.249226
Haryana,2019,4,sirsa district,558726,1348363727.6535501
Haryana,2019,4,mewat district,850275,2267476888.485292
Haryana,2019,4,panipat district,1437677,3870819294.7898273
Haryana,2019,4,gurugram district,14935865,19000424238.11497
Haryana,2019,4,kaithal district,435877,1329296855.1937056
Haryana,2019,4,kurukshetra district,796665,1609238971.3669567
Haryana,2019,4,jhajjar district,965474,2147473030.3808532
Haryana,2020,1,yamunanagar district,558348,1172835685.667386
Haryana,2020,1,sonipat district,2016893,5091258326.483329
Haryana,2020,1,jind district,792514,2305447628.745496
Haryana,2020,1,rohtak district,1803076,5175066327.070365
Haryana,2020,1,faridabad district,5840117,8881105700.091959
Haryana,2020,1,mahendragarh district,812720,1774232508.9539132
Haryana,2020,1,hisar district,1533724,3820470010.45599
Haryana,2020,1,karnal district,1579733,4003478768.7248425
Haryana,2020,1,fatehabad district,438880,1074164856.9302568
Haryana,2020,1,palwal district,1613263,3109146806.57809
Haryana,2020,1,charkhi dadri district,208834,562772483.6054599
Haryana,2020,1,ambala district,956506,2112697116.850913
Haryana,2020,1,rewari district,1747564,3142595798.451387
Haryana,2020,1,panchkula district,651033,1274745092.2280152
Haryana,2020,1,bhiwani district,768147,2100759580.6725063
Haryana,2020,1,sirsa district,656981,1538727815.1352916
Haryana,2020,1,mewat district,1241283,3154872672.0695767
Haryana,2020,1,panipat district,1781967,4661669007.4263115
Haryana,2020,1,gurugram district,16484737,21152356889.052498
Haryana,2020,1,kaithal district,483716,1393783067.4023824
Haryana,2020,1,kurukshetra district,976468,2101835665.2169333
Haryana,2020,1,jhajjar district,1089583,2372192750.431947
Haryana,2020,2,yamunanagar district,645364,1269799998.4387665
Haryana,2020,2,sonipat district,2067865,5016220638.103821
Haryana,2020,2,jind district,791601,2194774577.812515
Haryana,2020,2,rohtak district,2050920,5946541938.965281
Haryana,2020,2,faridabad district,5775792,8177450074.37961
Haryana,2020,2,mahendragarh district,1152066,2503496877.6459007
Haryana,2020,2,hisar district,1644838,4146210408.4450903
Haryana,2020,2,karnal district,1629574,4045109843.2026005
Haryana,2020,2,fatehabad district,533673,1312791083.1632023
Haryana,2020,2,palwal district,2090627,3788124543.124005
Haryana,2020,2,charkhi dadri district,301953,834008663.4588814
Haryana,2020,2,ambala district,1016809,2154410296.002072
Haryana,2020,2,rewari district,2022132,3582603328.500936
Haryana,2020,2,panchkula district,619625,1199233109.3167996
Haryana,2020,2,bhiwani district,973720,2795033053.460747
Haryana,2020,2,sirsa district,759835,1811788465.1291971
Haryana,2020,2,mewat district,1598705,3658746771.705061
Haryana,2020,2,panipat district,2011582,5207544726.945988
Haryana,2020,2,gurugram district,11284856,14426170120.903454
Haryana,2020,2,kaithal district,583834,1619967939.1519618
Haryana,2020,2,kurukshetra district,978542,2346620365.2637324
Haryana,2020,2,jhajjar district,1247137,2674618100.8210006
Haryana,2020,3,yamunanagar district,763343,1615787281.7710702
Haryana,2020,3,sonipat district,2922945,7024743099.006162
Haryana,2020,3,jind district,893421,2533560699.496646
Haryana,2020,3,rohtak district,1740356,4643691557.73987
Haryana,2020,3,faridabad district,8700173,13490214442.585878
Haryana,2020,3,mahendragarh district,1444047,3179331732.079674
Haryana,2020,3,hisar district,2209518,5761605477.767698
Haryana,2020,3,karnal district,1955755,4578348863.2612
Haryana,2020,3,fatehabad district,623907,1615396730.667015
Haryana,2020,3,palwal district,2672871,4869775358.80177
Haryana,2020,3,charkhi dadri district,356875,1030013843.4751177
Haryana,2020,3,ambala district,1529567,3610359386.4637203
Haryana,2020,3,rewari district,3041169,5346067429.247877
Haryana,2020,3,panchkula district,802938,1612924042.149621
Haryana,2020,3,bhiwani district,1151218,3304152585.3724966
Haryana,2020,3,sirsa district,907337,2219962582.3281684
Haryana,2020,3,mewat district,2107221,5099537212.926384
Haryana,2020,3,panipat district,2334545,5809998640.786768
Haryana,2020,3,gurugram district,18098421,23437360421.862156
Haryana,2020,3,kaithal district,679617,1932756087.885961
Haryana,2020,3,kurukshetra district,1320433,3113702590.4685006
Haryana,2020,3,jhajjar district,1682502,3738660379.586417
Haryana,2020,4,yamunanagar district,1077956,2410444772.0000343
Haryana,2020,4,sonipat district,3721622,9010603701.960873
Haryana,2020,4,jind district,1272317,3898130378.6098533
Haryana,2020,4,rohtak district,2331057,6256117815.679721
Haryana,2020,4,faridabad district,12149079,19603646063.147858
Haryana,2020,4,mahendragarh district,2071830,5132014525.594752
