State,Year,Quater,Districts,Registered_Users,app_opens
Rajasthan,2018,3,jalore district,61847,0
Rajasthan,2018,3,bikaner district,143790,0
Rajasthan,2018,3,sikar district,216465,0
Rajasthan,2018,3,dholpur district,38748,0
Rajasthan,2018,3,sirohi district,50897,0
Rajasthan,2018,3,rajsamand district,50283,0
Rajasthan,2018,3,jaisalmer district,37997,0
Rajasthan,2018,3,bundi district,56771,0
Rajasthan,2018,3,jhalawar district,60666,0
Rajasthan,2018,3,alwar district,345018,0
Rajasthan,2018,3,kota district,218406,0
Rajasthan,2018,3,jhunjhunu district,162942,0
Rajasthan,2018,4,pali district,131779,0
Rajasthan,2018,4,ganganagar district,177343,0
Rajasthan,2018,4,churu district,136526,0
Rajasthan,2018,4,jaipur district,1733893,0
Rajasthan,2018,4,baran district,69618,0
Rajasthan,2018,4,bhilwara district,225409,0
Rajasthan,2018,4,banswara district,39870,0
Rajasthan,2018,4,dungarpur district,36209,0
Rajasthan,2018,4,tonk district,108182,0
Rajasthan,2018,4,jodhpur district,352924,0
Rajasthan,2018,4,karauli district,83730,0
Rajasthan,2018,4,udaipur district,216089,0
Rajasthan,2018,4,dausa district,159826,0
Rajasthan,2018,4,nagaur district,210067,0
Rajasthan,2018,4,bharatpur district,153239,0
Rajasthan,2018,4,barmer district,133426,0
Rajasthan,2018,4,ajmer district,237037,0
Rajasthan,2018,4,chittorgarh district,119954,0
Rajasthan,2018,4,hanumangarh district,119418,0
Rajasthan,2018,4,pratapgarh district,27122,0
Rajasthan,2018,4,sawai madhopur district,109006,0
Rajasthan,2018,4,jalore district,81063,0
Rajasthan,2018,4,bikaner district,176734,0
Rajasthan,2018,4,sikar district,262310,0
Rajasthan,2018,4,dholpur district,48912,0
Rajasthan,2018,4,sirohi district,64717,0
Rajasthan,2018,4,rajsamand district,64037,0
Rajasthan,2018,4,jaisalmer district,48941,0
Rajasthan,2018,4,bundi district,70036,0
Rajasthan,2018,4,jhalawar district,75398,0
Rajasthan,2018,4,alwar district,426052,0
Rajasthan,2018,4,kota district,263264,0
Rajasthan,2018,4,jhunjhunu district,196607,0
Rajasthan,2019,1,pali district,162537,0
Rajasthan,2019,1,ganganagar district,210336,0
Rajasthan,2019,1,churu district,168353,0
Rajasthan,2019,1,jaipur district,2060175,0
Rajasthan,2019,1,baran district,84261,0
Rajasthan,2019,1,bhilwara district,276384,0
Rajasthan,2019,1,banswara district,48096,0
Rajasthan,2019,1,dungarpur district,43910,0
Rajasthan,2019,1,tonk district,134480,0
Rajasthan,2019,1,jodhpur district,434178,0
Rajasthan,2019,1,karauli district,102283,0
Rajasthan,2019,1,udaipur district,258915,0
Rajasthan,2019,1,dausa district,195832,0
Rajasthan,2019,1,nagaur district,259361,0
Rajasthan,2019,1,bharatpur district,186048,0
Rajasthan,2019,1,barmer district,167463,0
Rajasthan,2019,1,ajmer district,290433,0
Rajasthan,2019,1,chittorgarh district,145818,0
Rajasthan,2019,1,hanumangarh district,144397,0
Rajasthan,2019,1,pratapgarh district,32514,0
Rajasthan,2019,1,sawai madhopur district,133291,0
Rajasthan,2019,1,jalore district,103490,0
Rajasthan,2019,1,bikaner district,217474,0
Rajasthan,2019,1,sikar district,318166,0
Rajasthan,2019,1,dholpur district,60029,0
Rajasthan,2019,1,sirohi district,79721,0
Rajasthan,2019,1,rajsamand district,78583,0
Rajasthan,2019,1,jaisalmer district,61453,0
Rajasthan,2019,1,bundi district,86749,0
Rajasthan,2019,1,jhalawar district,92752,0
Rajasthan,2019,1,alwar district,517681,0
Rajasthan,2019,1,kota district,318085,0
Rajasthan,2019,1,jhunjhunu district,238956,0
Rajasthan,2019,2,pali district,187542,930088
Rajasthan,2019,2,ganganagar district,235568,1551938
Rajasthan,2019,2,churu district,195534,1006339
Rajasthan,2019,2,jaipur district,2290462,22271457
Rajasthan,2019,2,baran district,95427,564207
Rajasthan,2019,2,bhilwara district,314517,2261281
Rajasthan,2019,2,banswara district,55866,253550
Rajasthan,2019,2,dungarpur district,51445,198122
Rajasthan,2019,2,tonk district,154278,1184959
Rajasthan,2019,2,jodhpur district,499967,2726339
Rajasthan,2019,2,karauli district,117179,809150
Rajasthan,2019,2,udaipur district,296062,1759980
Rajasthan,2019,2,dausa district,221809,1902214
Rajasthan,2019,2,nagaur district,301083,1592659
Rajasthan,2019,2,bharatpur district,218123,1302330
Rajasthan,2019,2,barmer district,195808,1095062
Rajasthan,2019,2,ajmer district,335167,1885467
Rajasthan,2019,2,chittorgarh district,165139,995673
Rajasthan,2019,2,hanumangarh district,163214,1167325
Rajasthan,2019,2,pratapgarh district,37559,192934
Rajasthan,2019,2,sawai madhopur district,150671,1155239
Rajasthan,2019,2,jalore district,121750,569083
Rajasthan,2019,2,bikaner district,253994,1406054
Rajasthan,2019,2,sikar district,366729,2484751
Rajasthan,2019,2,dholpur district,69500,396630
Rajasthan,2019,2,sirohi district,91049,459237
Rajasthan,2019,2,rajsamand district,90703,463090
Rajasthan,2019,2,jaisalmer district,73182,385303
Rajasthan,2019,2,bundi district,99226,630309
Rajasthan,2019,2,jhalawar district,106772,774709
Rajasthan,2019,2,alwar district,593855,4412522
Rajasthan,2019,2,kota district,359152,2477064
Rajasthan,2019,2,jhunjhunu district,275603,1522271
Rajasthan,2019,3,pali district,210186,3230830
Rajasthan,2019,3,ganganagar district,259147,5329186
Rajasthan,2019,3,churu district,217626,3317342
Rajasthan,2019,3,jaipur district,2520933,89850029
Rajasthan,2019,3,baran district,106351,2051705
Rajasthan,2019,3,bhilwara district,352747,8860857
Rajasthan,2019,3,banswara district,63551,893570
Rajasthan,2019,3,dungarpur district,58095,706395
Rajasthan,2019,3,tonk district,172052,4405786
Rajasthan,2019,3,jodhpur district,557784,10392183
Rajasthan,2019,3,karauli district,130123,2621200
Rajasthan,2019,3,udaipur district,336408,7278593
Rajasthan,2019,3,dausa district,247191,7121592
Rajasthan,2019,3,nagaur district,337197,5708529
Rajasthan,2019,3,bharatpur district,249623,4387816
Rajasthan,2019,3,barmer district,219517,4182508
Rajasthan,2019,3,ajmer district,378921,6913177
Rajasthan,2019,3,chittorgarh district,184293,3661078
Rajasthan,2019,3,hanumangarh district,178867,3826129
Rajasthan,2019,3,pratapgarh district,42086,701686
Rajasthan,2019,3,sawai madhopur district,166920,3974181
Rajasthan,2019,3,jalore district,137453,2019288
Rajasthan,2019,3,bikaner district,285431,5245001
Rajasthan,2019,3,sikar district,412367,8985766
Rajasthan,2019,3,dholpur district,78552,1328504
Rajasthan,2019,3,sirohi district,102086,1654243
Rajasthan,2019,3,rajsamand district,103271,1789671
Rajasthan,2019,3,jaisalmer district,81836,1600174
Rajasthan,2019,3,bundi district,111813,2296350
Rajasthan,2019,3,jhalawar district,121605,2972921
Rajasthan,2019,3,alwar district,666462,15928761
Rajasthan,2019,3,kota district,399776,9992598
Rajasthan,2019,3,jhunjhunu district,307034,5111350
Rajasthan,2019,4,pali district,237638,4129902
Rajasthan,2019,4,ganganagar district,283969,6621904
Rajasthan,2019,4,churu district,244530,4329962
Rajasthan,2019,4,jaipur district,2746860,103314309
Rajasthan,2019,4,baran district,119534,2547353
Rajasthan,2019,4,bhilwara district,394803,10679589
Rajasthan,2019,4,banswara district,72904,1098801
Rajasthan,2019,4,dungarpur district,66780,888115
Rajasthan,2019,4,tonk district,193414,5508185
Rajasthan,2019,4,jodhpur district,622601,12720546
Rajasthan,2019,4,karauli district,146756,3551403
Rajasthan,2019,4,udaipur district,378564,9084520
Rajasthan,2019,4,dausa district,277572,9184224
Rajasthan,2019,4,nagaur district,383582,7324868
Rajasthan,2019,4,bharatpur district,286149,5465453
Rajasthan,2019,4,barmer district,250330,5275277
Rajasthan,2019,4,ajmer district,426926,8628128
Rajasthan,2019,4,chittorgarh district,206858,4484694
Rajasthan,2019,4,hanumangarh district,196382,4658582
Rajasthan,2019,4,pratapgarh district,48278,897308
Rajasthan,2019,4,sawai madhopur district,187961,5396377
Rajasthan,2019,4,jalore district,157677,2570614
Rajasthan,2019,4,bikaner district,321081,6515592
Rajasthan,2019,4,sikar district,464940,11652696
Rajasthan,2019,4,dholpur district,89248,1669233
Rajasthan,2019,4,sirohi district,115407,2190115
Rajasthan,2019,4,rajsamand district,118240,2252524
Rajasthan,2019,4,jaisalmer district,93012,2097906
Rajasthan,2019,4,bundi district,126513,2832743
Rajasthan,2019,4,jhalawar district,138059,3619323
Rajasthan,2019,4,alwar district,742956,19213455
Rajasthan,2019,4,kota district,441496,11727559
Rajasthan,2019,4,jhunjhunu district,344011,6773433
Rajasthan,2020,1,pali district,268302,5368443
Rajasthan,2020,1,ganganagar district,310884,8129893
Rajasthan,2020,1,churu district,275729,5570951
Rajasthan,2020,1,jaipur district,2966508,112753813
Rajasthan,2020,1,baran district,133269,3014985
Rajasthan,2020,1,bhilwara district,442746,13144341
Rajasthan,2020,1,banswara district,82838,1342542
Rajasthan,2020,1,dungarpur district,76324,1159673
Rajasthan,2020,1,tonk district,216178,6901660
Rajasthan,2020,1,jodhpur district,695569,15334159
Rajasthan,2020,1,karauli district,164040,4420047
Rajasthan,2020,1,udaipur district,422167,10513844
Rajasthan,2020,1,dausa district,308670,11217391
Rajasthan,2020,1,nagaur district,437492,9554943
Rajasthan,2020,1,bharatpur district,329290,6790404
Rajasthan,2020,1,barmer district,286601,7166819
Rajasthan,2020,1,ajmer district,482545,10914304
Rajasthan,2020,1,chittorgarh district,231108,5597109
Rajasthan,2020,1,hanumangarh district,216674,5952908
Rajasthan,2020,1,pratapgarh district,55077,1133884
Rajasthan,2020,1,sawai madhopur district,209020,6355173
Rajasthan,2020,1,jalore district,180293,3511023
Rajasthan,2020,1,bikaner district,362779,8266173
Rajasthan,2020,1,sikar district,522371,14810439
Rajasthan,2020,1,dholpur district,101624,2213179
Rajasthan,2020,1,sirohi district,129859,2676831
Rajasthan,2020,1,rajsamand district,135151,2855731
Rajasthan,2020,1,jaisalmer district,105533,2508061
Rajasthan,2020,1,bundi district,142309,3455333
Rajasthan,2020,1,jhalawar district,155961,4310076
Rajasthan,2020,1,alwar district,825297,23195731
Rajasthan,2020,1,kota district,483202,13130482
Rajasthan,2020,1,jhunjhunu district,386643,8545411
Rajasthan,2020,2,pali district,307887,6310273
Rajasthan,2020,2,ganganagar district,335621,8379592
Rajasthan,2020,2,churu district,316790,6760892
Rajasthan,2020,2,jaipur district,3182014,80877961
Rajasthan,2020,2,baran district,151765,3835116
Rajasthan,2020,2,bhilwara district,494563,12890198
Rajasthan,2020,2,banswara district,99412,1699963
Rajasthan,2020,2,dungarpur district,91873,1636556
Rajasthan,2020,2,tonk district,242537,7781905
Rajasthan,2020,2,jodhpur district,786584,14441478
Rajasthan,2020,2,karauli district,186606,6525754
Rajasthan,2020,2,udaipur district,470976,8593625
Rajasthan,2020,2,dausa district,340173,12618994
Rajasthan,2020,2,nagaur district,507139,11775596
Rajasthan,2020,2,bharatpur district,387228,8912263
Rajasthan,2020,2,barmer district,339591,9014183
Rajasthan,2020,2,ajmer district,543273,10441267
Rajasthan,2020,2,chittorgarh district,260273,5682568
Rajasthan,2020,2,hanumangarh district,236656,6563154
Rajasthan,2020,2,pratapgarh district,65571,1452171
Rajasthan,2020,2,sawai madhopur district,232702,7297253
Rajasthan,2020,2,jalore district,214252,4760526
Rajasthan,2020,2,bikaner district,411873,8603077
Rajasthan,2020,2,sikar district,589850,15875616
Rajasthan,2020,2,dholpur district,116972,2947200
Rajasthan,2020,2,sirohi district,148341,3094850
Rajasthan,2020,2,rajsamand district,156088,3238062
Rajasthan,2020,2,jaisalmer district,123119,2920461
Rajasthan,2020,2,bundi district,160378,3927602
Rajasthan,2020,2,jhalawar district,179103,4948638
Rajasthan,2020,2,alwar district,915475,25159291
Rajasthan,2020,2,kota district,529843,10371662
Rajasthan,2020,2,jhunjhunu district,438673,10603434
Rajasthan,2020,3,pali district,345708,8255807
Rajasthan,2020,3,ganganagar district,361472,10430039
Rajasthan,2020,3,churu district,351312,7999281
Rajasthan,2020,3,jaipur district,3433167,125079282
Rajasthan,2020,3,baran district,170494,4538646
Rajasthan,2020,3,bhilwara district,548564,17651079
Rajasthan,2020,3,banswara district,113690,1945847
Rajasthan,2020,3,dungarpur district,104238,1696231
Rajasthan,2020,3,tonk district,271572,9391974
Rajasthan,2020,3,jodhpur district,870849,19922472
Rajasthan,2020,3,karauli district,208020,6785763
Rajasthan,2020,3,udaipur district,522695,13013510
Rajasthan,2020,3,dausa district,374327,15029658
Rajasthan,2020,3,nagaur district,564788,13925433
Rajasthan,2020,3,bharatpur district,443923,9409816
Rajasthan,2020,3,barmer district,382632,10425426
Rajasthan,2020,3,ajmer district,605298,14653418
Rajasthan,2020,3,chittorgarh district,289447,7499061
Rajasthan,2020,3,hanumangarh district,256413,8007919
Rajasthan,2020,3,pratapgarh district,74664,1699712
Rajasthan,2020,3,sawai madhopur district,261108,9027130
Rajasthan,2020,3,jalore district,241722,5465909
Rajasthan,2020,3,bikaner district,458961,11169617
Rajasthan,2020,3,sikar district,652190,19910360
Rajasthan,2020,3,dholpur district,130882,3049890
Rajasthan,2020,3,sirohi district,165084,4005774
Rajasthan,2020,3,rajsamand district,176459,4332202
Rajasthan,2020,3,jaisalmer district,138087,3642268
Rajasthan,2020,3,bundi district,179426,4732783
Rajasthan,2020,3,jhalawar district,202659,6128883
Rajasthan,2020,3,alwar district,1008033,31403726
Rajasthan,2020,3,kota district,577117,13759287
Rajasthan,2020,3,jhunjhunu district,484411,12694667
Rajasthan,2020,4,pali district,382655,9825539
Rajasthan,2020,4,ganganagar district,388034,12772868
Rajasthan,2020,4,churu district,386458,9412917
Rajasthan,2020,4,jaipur district,3679874,148178456
Rajasthan,2020,4,baran district,187876,5057385
Rajasthan,2020,4,bhilwara district,600492,20982848
Rajasthan,2020,4,banswara district,129685,2518374
Rajasthan,2020,4,dungarpur district,117041,2067808
Rajasthan,2020,4,tonk district,296247,10501803
Rajasthan,2020,4,jodhpur district,956422,24618380
Rajasthan,2020,4,karauli district,227131,6370881
Rajasthan,2020,4,udaipur district,572833,16303274
Rajasthan,2020,4,dausa district,403566,14098651
Rajasthan,2020,4,nagaur district,621602,16605197
Rajasthan,2020,4,bharatpur district,488657,10160228
Rajasthan,2020,4,barmer district,427187,12501398
Rajasthan,2020,4,ajmer district,667786,18479194
Rajasthan,2020,4,chittorgarh district,318559,9003388
Rajasthan,2020,4,hanumangarh district,275838,9393442
Rajasthan,2020,4,pratapgarh district,83444,1932067
Rajasthan,2020,4,sawai madhopur district,284274,8890374
Rajasthan,2020,4,jalore district,267460,6174701
Rajasthan,2020,4,bikaner district,505877,13537018
Rajasthan,2020,4,sikar district,712668,23601312
Rajasthan,2020,4,dholpur district,144560,3534891
Rajasthan,2020,4,sirohi district,181922,4838098
Rajasthan,2020,4,rajsamand district,196490,5256359
Rajasthan,2020,4,jaisalmer district,153298,4666428
Rajasthan,2020,4,bundi district,197914,5473686
Rajasthan,2020,4,jhalawar district,223785,6746396
Rajasthan,2020,4,alwar district,1096436,35643201
Rajasthan,2020,4,kota district,625674,17093714
Rajasthan,2020,4,jhunjhunu district,527749,14774833
Rajasthan,2021,1,pali district,415885,11819976
Rajasthan,2021,1,ganganagar district,417045,15473270
Rajasthan,2021,1,churu district,419405,11431454
Rajasthan,2021,1,jaipur district,3951866,183223237
Rajasthan,2021,1,baran district,203337,5801624
Rajasthan,2021,1,bhilwara district,651400,25443751
Rajasthan,2021,1,banswara district,141400,3013349
Rajasthan,2021,1,dungarpur district,127350,2477341
Rajasthan,2021,1,tonk district,320035,12332529
Rajasthan,2021,1,jodhpur district,1036855,31951682
Rajasthan,2021,1,karauli district,246158,8003738
Rajasthan,2021,1,udaipur district,619264,20513934
Rajasthan,2021,1,dausa district,436073,18930061
Rajasthan,2021,1,nagaur district,674465,20283897
Rajasthan,2021,1,bharatpur district,532869,12486257
Rajasthan,2021,1,barmer district,467599,16621513
Rajasthan,2021,1,ajmer district,723852,23579979
Rajasthan,2021,1,chittorgarh district,346105,10970397
Rajasthan,2021,1,hanumangarh district,296847,10904246
Rajasthan,2021,1,pratapgarh district,91072,2334901
Rajasthan,2021,1,sawai madhopur district,308182,11891379
Rajasthan,2021,1,jalore district,291129,7479999
Rajasthan,2021,1,bikaner district,549650,17216574
Rajasthan,2021,1,sikar district,770103,28600473
Rajasthan,2021,1,dholpur district,157012,4162764
Rajasthan,2021,1,sirohi district,196962,5802177
Rajasthan,2021,1,rajsamand district,213464,6267543
Rajasthan,2021,1,jaisalmer district,167775,6229028
Rajasthan,2021,1,bundi district,214612,6548190
Rajasthan,2021,1,jhalawar district,243433,8020226
Rajasthan,2021,1,alwar district,1185599,43190779
Rajasthan,2021,1,kota district,674683,22050579
Rajasthan,2021,1,jhunjhunu district,569602,17478212
Rajasthan,2021,2,pali district,447779,26084296
Rajasthan,2021,2,ganganagar district,447213,112799686
Rajasthan,2021,2,churu district,452436,24492982
Rajasthan,2021,2,jaipur district,4226231,129314372
Rajasthan,2021,2,baran district,219493,11541278
Rajasthan,2021,2,bhilwara district,701929,38002894
Rajasthan,2021,2,banswara district,152564,8074724
Rajasthan,2021,2,dungarpur district,137559,6330854
Rajasthan,2021,2,tonk district,345171,24685623
Rajasthan,2021,2,jodhpur district,1114131,62758418
Rajasthan,2021,2,karauli district,265012,15318896
Rajasthan,2021,2,udaipur district,664816,25708180
Rajasthan,2021,2,dausa district,468401,23327644
Rajasthan,2021,2,nagaur district,726871,49222121
Rajasthan,2021,2,bharatpur district,573558,16306652
Rajasthan,2021,2,barmer district,508022,66990117
Rajasthan,2021,2,ajmer district,776294,30665240
Rajasthan,2021,2,chittorgarh district,373366,17991745
Rajasthan,2021,2,hanumangarh district,318916,71893810
Rajasthan,2021,2,pratapgarh district,98859,7256037
Rajasthan,2021,2,sawai madhopur district,331804,19386358
Rajasthan,2021,2,jalore district,314575,20927950
Rajasthan,2021,2,bikaner district,592883,50927072
Rajasthan,2021,2,sikar district,826855,37021004
Rajasthan,2021,2,dholpur district,169376,7403984
Rajasthan,2021,2,sirohi district,211770,9436390
Rajasthan,2021,2,rajsamand district,229951,12148232
Rajasthan,2021,2,jaisalmer district,182456,25511431
Rajasthan,2021,2,bundi district,231781,13395218
Rajasthan,2021,2,jhalawar district,262988,15380255
Rajasthan,2021,2,alwar district,1273307,47024799
Rajasthan,2021,2,kota district,722793,20158112
Rajasthan,2021,2,jhunjhunu district,611825,24604858
Rajasthan,2021,3,pali district,484755,33725637
Rajasthan,2021,3,ganganagar district,481739,155979698
Rajasthan,2021,3,churu district,491812,36163323
Rajasthan,2021,3,jaipur district,4534297,175289835
Rajasthan,2021,3,baran district,238205,14724605
Rajasthan,2021,3,bhilwara district,760232,52240450
Rajasthan,2021,3,banswara district,165628,10580067
Rajasthan,2021,3,dungarpur district,149490,7824971
Rajasthan,2021,3,tonk district,374118,29280826
Rajasthan,2021,3,jodhpur district,1202937,85445735
Rajasthan,2021,3,karauli district,287377,16649738
Rajasthan,2021,3,udaipur district,716657,34896346
Rajasthan,2021,3,dausa district,506053,27166264
Rajasthan,2021,3,nagaur district,787565,65627603
Rajasthan,2021,3,bharatpur district,621337,18744440
Rajasthan,2021,3,barmer district,555443,86730475
Rajasthan,2021,3,ajmer district,835375,44691315
Rajasthan,2021,3,chittorgarh district,405372,25182745
Rajasthan,2021,3,hanumangarh district,344727,98092929
Rajasthan,2021,3,pratapgarh district,107977,9572891
Rajasthan,2021,3,sawai madhopur district,359201,22869669
Rajasthan,2021,3,jalore district,341575,23694042
Rajasthan,2021,3,bikaner district,643520,76274401
Rajasthan,2021,3,sikar district,892015,45869668
Rajasthan,2021,3,dholpur district,184104,9024247
Rajasthan,2021,3,sirohi district,228612,12856951
Rajasthan,2021,3,rajsamand district,248866,16230110
Rajasthan,2021,3,jaisalmer district,200177,40799554
Rajasthan,2021,3,bundi district,251774,17553690
Rajasthan,2021,3,jhalawar district,286594,20159854
Rajasthan,2021,3,alwar district,1374586,59044145
Rajasthan,2021,3,kota district,777099,26835981
Rajasthan,2021,3,jhunjhunu district,660246,29731620
Rajasthan,2021,4,pali district,520123,25431471
Rajasthan,2021,4,ganganagar district,515921,29488011
Rajasthan,2021,4,churu district,529054,25104922
Rajasthan,2021,4,jaipur district,4841883,271330929
Rajasthan,2021,4,baran district,256568,12169559
Rajasthan,2021,4,bhilwara district,816969,53226820
Rajasthan,2021,4,banswara district,177866,7108111
Rajasthan,2021,4,dungarpur district,160624,5972533
Rajasthan,2021,4,tonk district,402370,23402350
Rajasthan,2021,4,jodhpur district,1288773,67754747
Rajasthan,2021,4,karauli district,309039,16501417
Rajasthan,2021,4,udaipur district,767224,39268515
Rajasthan,2021,4,dausa district,542538,32691553
Rajasthan,2021,4,nagaur district,845508,46269589
Rajasthan,2021,4,bharatpur district,667946,24621512
Rajasthan,2021,4,barmer district,600203,40205591
Rajasthan,2021,4,ajmer district,892912,50975533
Rajasthan,2021,4,chittorgarh district,435907,24182934
Rajasthan,2021,4,hanumangarh district,369948,21061506
Rajasthan,2021,4,pratapgarh district,116630,5912035
Rajasthan,2021,4,sawai madhopur district,386476,21640091
Rajasthan,2021,4,jalore district,367554,17042645
Rajasthan,2021,4,bikaner district,691555,36465475
Rajasthan,2021,4,sikar district,955025,53716422
Rajasthan,2021,4,dholpur district,198205,9603469
Rajasthan,2021,4,sirohi district,244921,11837758
Rajasthan,2021,4,rajsamand district,266920,14512502
Rajasthan,2021,4,jaisalmer district,216435,16435863
Rajasthan,2021,4,bundi district,270915,13795157
Rajasthan,2021,4,jhalawar district,308914,16602215
Rajasthan,2021,4,alwar district,1474129,76462658
Rajasthan,2021,4,kota district,831250,39822430
Rajasthan,2021,4,jhunjhunu district,706897,34507708
Rajasthan,2022,1,pali district,553792,69349732
Rajasthan,2022,1,ganganagar district,547992,375275391
Rajasthan,2022,1,churu district,565326,60875548
Rajasthan,2022,1,jaipur district,5133527,100209038
Rajasthan,2022,1,baran district,274308,31164272
Rajasthan,2022,1,bhilwara district,871188,88473755
Rajasthan,2022,1,banswara district,189997,25933196
Rajasthan,2022,1,dungarpur district,171907,19525390
Rajasthan,2022,1,tonk district,429840,49977776
Rajasthan,2022,1,jodhpur district,1370206,183816156
Rajasthan,2022,1,karauli district,330492,24699924
Rajasthan,2022,1,udaipur district,816476,66660064
Rajasthan,2022,1,dausa district,578443,20187376
Rajasthan,2022,1,nagaur district,901819,133495392
Rajasthan,2022,1,bharatpur district,713425,20913302
Rajasthan,2022,1,barmer district,642913,231774454
Rajasthan,2022,1,ajmer district,947827,74534651
Rajasthan,2022,1,chittorgarh district,465868,47033572
Rajasthan,2022,1,hanumangarh district,393659,223563976
Rajasthan,2022,1,pratapgarh district,125125,26261142
Rajasthan,2022,1,sawai madhopur district,412482,28303144
Rajasthan,2022,1,jalore district,392559,54718054
Rajasthan,2022,1,bikaner district,737226,183107441
Rajasthan,2022,1,sikar district,1017503,53601274
Rajasthan,2022,1,dholpur district,211933,14633724
Rajasthan,2022,1,sirohi district,260674,23786718
Rajasthan,2022,1,rajsamand district,284734,32199404
Rajasthan,2022,1,jaisalmer district,231261,120379969
Rajasthan,2022,1,bundi district,289557,31495159
Rajasthan,2022,1,jhalawar district,330563,40658233
Rajasthan,2022,1,alwar district,1570711,50622585
Rajasthan,2022,1,kota district,882916,30096178
Rajasthan,2022,1,jhunjhunu district,752608,33280479
Rajasthan,2022,2,pali district,584657,77005278
Rajasthan,2022,2,ganganagar district,578145,421950406
Rajasthan,2022,2,churu district,598254,64146292
Rajasthan,2022,2,jaipur district,5409763,95957044
Rajasthan,2022,2,baran district,290456,32432236
Rajasthan,2022,2,bhilwara district,921021,90944545
Rajasthan,2022,2,banswara district,200791,31207171
Rajasthan,2022,2,dungarpur district,182055,22714718
Rajasthan,2022,2,tonk district,455010,50484749
Rajasthan,2022,2,jodhpur district,1444490,190957063
Rajasthan,2022,2,karauli district,350206,22434237
Rajasthan,2022,2,udaipur district,862053,75628048
Rajasthan,2022,2,dausa district,611894,20588468
Rajasthan,2022,2,nagaur district,952752,151946783
Rajasthan,2022,2,bharatpur district,755997,22132942
Rajasthan,2022,2,barmer district,680437,251676740
Rajasthan,2022,2,ajmer district,998746,80278864
Rajasthan,2022,2,chittorgarh district,493379,53085761
Rajasthan,2022,2,hanumangarh district,415870,252744084
Rajasthan,2022,2,pratapgarh district,132722,29088449
Rajasthan,2022,2,sawai madhopur district,436961,28512199
Rajasthan,2022,2,jalore district,415385,61989441
Rajasthan,2022,2,bikaner district,778380,192250235
Rajasthan,2022,2,sikar district,1074986,56239659
Rajasthan,2022,2,dholpur district,224585,16130121
Rajasthan,2022,2,sirohi district,275294,26815784
Rajasthan,2022,2,rajsamand district,301070,38062175
Rajasthan,2022,2,jaisalmer district,244234,123477036
Rajasthan,2022,2,bundi district,306807,34122615
Rajasthan,2022,2,jhalawar district,350492,39762250
Rajasthan,2022,2,alwar district,1661785,49318462
Rajasthan,2022,2,kota district,931689,33065934
Rajasthan,2022,2,jhunjhunu district,795815,34285158
Rajasthan,2022,3,pali district,614763,86663578
Rajasthan,2022,3,ganganagar district,609264,497587120
Rajasthan,2022,3,churu district,630859,93965925
Rajasthan,2022,3,jaipur district,5696726,97515005
Rajasthan,2022,3,baran district,306488,35782521
Rajasthan,2022,3,bhilwara district,971352,111039026
Rajasthan,2022,3,banswara district,211215,35678679
Rajasthan,2022,3,dungarpur district,191535,24648975
Rajasthan,2022,3,tonk district,479568,54127045
Rajasthan,2022,3,jodhpur district,1517702,254120726
Rajasthan,2022,3,karauli district,370379,27073093
Rajasthan,2022,3,udaipur district,908034,80374530
Rajasthan,2022,3,dausa district,646611,19935199
Rajasthan,2022,3,nagaur district,1001401,186521136
Rajasthan,2022,3,bharatpur district,799601,23295084
Rajasthan,2022,3,barmer district,714466,287879403
Rajasthan,2022,3,ajmer district,1050146,99619646
Rajasthan,2022,3,chittorgarh district,520793,62711300
Rajasthan,2022,3,hanumangarh district,438430,303886660
Rajasthan,2022,3,pratapgarh district,140123,32602291
Rajasthan,2022,3,sawai madhopur district,461840,32215728
Rajasthan,2022,3,jalore district,436182,67230900
Rajasthan,2022,3,bikaner district,819523,250765934
Rajasthan,2022,3,sikar district,1133443,61228825
Rajasthan,2022,3,dholpur district,237489,19098756
Rajasthan,2022,3,sirohi district,289792,29876298
Rajasthan,2022,3,rajsamand district,317247,43640347
Rajasthan,2022,3,jaisalmer district,256162,163060522
Rajasthan,2022,3,bundi district,324032,38644499
Rajasthan,2022,3,jhalawar district,370638,49646877
Rajasthan,2022,3,alwar district,1755844,56486270
Rajasthan,2022,3,kota district,982248,34674075
Rajasthan,2022,3,jhunjhunu district,839052,38191893
Rajasthan,2022,4,pali district,641377,37823446
Rajasthan,2022,4,ganganagar district,639140,41572688
Rajasthan,2022,4,churu district,659182,34536777
Rajasthan,2022,4,jaipur district,5975863,302929885
Rajasthan,2022,4,baran district,320431,17042993
Rajasthan,2022,4,bhilwara district,1017032,71900538
Rajasthan,2022,4,banswara district,220126,13983897
Rajasthan,2022,4,dungarpur district,199320,10652699
Rajasthan,2022,4,tonk district,501573,29169650
Rajasthan,2022,4,jodhpur district,1583620,94660470
Rajasthan,2022,4,karauli district,388010,19877087
Rajasthan,2022,4,udaipur district,949767,57456129
Rajasthan,2022,4,dausa district,678693,33124667
Rajasthan,2022,4,nagaur district,1043562,66793982
Rajasthan,2022,4,bharatpur district,839280,31088388
Rajasthan,2022,4,barmer district,742793,59090917
Rajasthan,2022,4,ajmer district,1097266,73340646
Rajasthan,2022,4,chittorgarh district,544856,36614779
Rajasthan,2022,4,hanumangarh district,459397,29067836
Rajasthan,2022,4,pratapgarh district,146311,10020826
Rajasthan,2022,4,sawai madhopur district,484318,24244979
