State,Year,Quater,Districts,Registered_Users,app_opens
Chhattisgarh,2023,2,bilaspur district,677776,36174150
Chhattisgarh,2023,2,balrampur district,127318,54840444
Chhattisgarh,2023,2,bijapur district,59368,11978542
Chhattisgarh,2023,2,bemetara district,149164,18263794
Chhattisgarh,2023,2,bastar district,179858,26584711
Chhattisgarh,2023,2,kondagaon district,98296,27888782
Chhattisgarh,2023,2,mahasamund district,233538,33023181
Chhattisgarh,2023,3,dhamtari district,180986,23509731
Chhattisgarh,2023,3,korba district,418027,52055278
Chhattisgarh,2023,3,surajpur district,169268,39203076
Chhattisgarh,2023,3,baloda bazar district,309128,35764441
Chhattisgarh,2023,3,sukma district,52904,19292109
Chhattisgarh,2023,3,raigarh district,532938,54100309
Chhattisgarh,2023,3,janjgir champa district,518847,23141368
Chhattisgarh,2023,3,jashpur district,173782,51864491
Chhattisgarh,2023,3,balod district,182908,17108716
Chhattisgarh,2023,3,kabirdham district,169090,41298090
Chhattisgarh,2023,3,surguja district,258533,49098709
Chhattisgarh,2023,3,dantewada district,75691,11437272
Chhattisgarh,2023,3,gariyaband district,108470,27738384
Chhattisgarh,2023,3,durg district,834591,18459615
Chhattisgarh,2023,3,rajnandgaon district,346368,65235555
Chhattisgarh,2023,3,raipur district,1360842,53194674
Chhattisgarh,2023,3,narayanpur district,30277,13506662
Chhattisgarh,2023,3,kanker district,176464,61813959
Chhattisgarh,2023,3,korea district,168739,35822474
Chhattisgarh,2023,3,mungeli district,122300,12867633
Chhattisgarh,2023,3,bilaspur district,705698,41412746
Chhattisgarh,2023,3,balrampur district,133080,58288320
Chhattisgarh,2023,3,bijapur district,61882,12290256
Chhattisgarh,2023,3,bemetara district,155580,22507594
Chhattisgarh,2023,3,bastar district,187517,39150849
Chhattisgarh,2023,3,kondagaon district,102482,36065803
Chhattisgarh,2023,3,mahasamund district,243585,35358784
Chhattisgarh,2023,4,dhamtari district,187596,11590729
Chhattisgarh,2023,4,korba district,432504,26458366
Chhattisgarh,2023,4,surajpur district,175209,15489916
Chhattisgarh,2023,4,baloda bazar district,320644,21004953
Chhattisgarh,2023,4,sukma district,54925,3237406
Chhattisgarh,2023,4,raigarh district,552165,38934818
Chhattisgarh,2023,4,janjgir champa district,537936,35293134
Chhattisgarh,2023,4,jashpur district,180117,13966734
Chhattisgarh,2023,4,balod district,189543,9635797
Chhattisgarh,2023,4,kabirdham district,175290,13594389
Chhattisgarh,2023,4,surguja district,267755,20807630
Chhattisgarh,2023,4,dantewada district,78612,5003301
Chhattisgarh,2023,4,gariyaband district,112313,9568918
Chhattisgarh,2023,4,durg district,863802,35781322
Chhattisgarh,2023,4,rajnandgaon district,359246,28778515
Chhattisgarh,2023,4,raipur district,1407537,96962040
Chhattisgarh,2023,4,narayanpur district,31413,2581451
Chhattisgarh,2023,4,kanker district,183033,12440036
Chhattisgarh,2023,4,korea district,174532,11322922
Chhattisgarh,2023,4,mungeli district,126582,10916185
Chhattisgarh,2023,4,bilaspur district,729941,47329844
Chhattisgarh,2023,4,balrampur district,137822,15369727
Chhattisgarh,2023,4,bijapur district,64355,3182658
Chhattisgarh,2023,4,bemetara district,161344,12116213
Chhattisgarh,2023,4,bastar district,194070,17832127
Chhattisgarh,2023,4,kondagaon district,106147,8833388
Chhattisgarh,2023,4,mahasamund district,252583,17091714
Dadra & Nagar Haveli & Daman & Diu,2018,1,diu district,2553,0
Dadra & Nagar Haveli & Daman & Diu,2018,1,daman district,18677,0
Dadra & Nagar Haveli & Daman & Diu,2018,1,dadra and nagar haveli district,32028,0
Dadra & Nagar Haveli & Daman & Diu,2018,2,diu district,3229,0
Dadra & Nagar Haveli & Daman & Diu,2018,2,daman district,25144,0
Dadra & Nagar Haveli & Daman & Diu,2018,2,dadra and nagar haveli district,43085,0
Dadra & Nagar Haveli & Daman & Diu,2018,3,diu district,3830,0
Dadra & Nagar Haveli & Daman & Diu,2018,3,daman district,32651,0
Dadra & Nagar Haveli & Daman & Diu,2018,3,dadra and nagar haveli district,55626,0
Dadra & Nagar Haveli & Daman & Diu,2018,4,diu district,4609,0
Dadra & Nagar Haveli & Daman & Diu,2018,4,daman district,42069,0
Dadra & Nagar Haveli & Daman & Diu,2018,4,dadra and nagar haveli district,69833,0
Dadra & Nagar Haveli & Daman & Diu,2019,1,diu district,5452,0
Dadra & Nagar Haveli & Daman & Diu,2019,1,daman district,51093,0
Dadra & Nagar Haveli & Daman & Diu,2019,1,dadra and nagar haveli district,83987,0
Dadra & Nagar Haveli & Daman & Diu,2019,2,diu district,6193,22979
Dadra & Nagar Haveli & Daman & Diu,2019,2,daman district,58005,323345
Dadra & Nagar Haveli & Daman & Diu,2019,2,dadra and nagar haveli district,94382,514362
Dadra & Nagar Haveli & Daman & Diu,2019,3,diu district,6746,73017
Dadra & Nagar Haveli & Daman & Diu,2019,3,daman district,64854,1168620
Dadra & Nagar Haveli & Daman & Diu,2019,3,dadra and nagar haveli district,105329,1884552
Dadra & Nagar Haveli & Daman & Diu,2019,4,diu district,7323,91107
Dadra & Nagar Haveli & Daman & Diu,2019,4,daman district,72470,1415107
Dadra & Nagar Haveli & Daman & Diu,2019,4,dadra and nagar haveli district,117805,2264329
Dadra & Nagar Haveli & Daman & Diu,2020,1,diu district,7912,98466
Dadra & Nagar Haveli & Daman & Diu,2020,1,daman district,80329,1550484
Dadra & Nagar Haveli & Daman & Diu,2020,1,dadra and nagar haveli district,130255,2546172
Dadra & Nagar Haveli & Daman & Diu,2020,2,diu district,8795,90682
Dadra & Nagar Haveli & Daman & Diu,2020,2,daman district,90016,1640768
Dadra & Nagar Haveli & Daman & Diu,2020,2,dadra and nagar haveli district,146003,2773677
Dadra & Nagar Haveli & Daman & Diu,2020,3,diu district,9655,102606
Dadra & Nagar Haveli & Daman & Diu,2020,3,daman district,98108,1480490
Dadra & Nagar Haveli & Daman & Diu,2020,3,dadra and nagar haveli district,160183,2838403
Dadra & Nagar Haveli & Daman & Diu,2020,4,diu district,10550,147153
Dadra & Nagar Haveli & Daman & Diu,2020,4,daman district,108511,2123263
Dadra & Nagar Haveli & Daman & Diu,2020,4,dadra and nagar haveli district,177432,3926020
Dadra & Nagar Haveli & Daman & Diu,2021,1,diu district,11406,156639
Dadra & Nagar Haveli & Daman & Diu,2021,1,daman district,117728,2573284
Dadra & Nagar Haveli & Daman & Diu,2021,1,dadra and nagar haveli district,192262,4572539
Dadra & Nagar Haveli & Daman & Diu,2021,2,diu district,12220,117626
Dadra & Nagar Haveli & Daman & Diu,2021,2,daman district,126258,1622978
Dadra & Nagar Haveli & Daman & Diu,2021,2,dadra and nagar haveli district,206516,3322379
Dadra & Nagar Haveli & Daman & Diu,2021,3,diu district,13167,181641
Dadra & Nagar Haveli & Daman & Diu,2021,3,daman district,135976,2278101
Dadra & Nagar Haveli & Daman & Diu,2021,3,dadra and nagar haveli district,222731,4702992
Dadra & Nagar Haveli & Daman & Diu,2021,4,diu district,14047,295151
Dadra & Nagar Haveli & Daman & Diu,2021,4,daman district,145806,5114006
Dadra & Nagar Haveli & Daman & Diu,2021,4,dadra and nagar haveli district,239110,9600298
Dadra & Nagar Haveli & Daman & Diu,2022,1,diu district,14964,143766
Dadra & Nagar Haveli & Daman & Diu,2022,1,daman district,155029,799218
Dadra & Nagar Haveli & Daman & Diu,2022,1,dadra and nagar haveli district,254577,2967808
Dadra & Nagar Haveli & Daman & Diu,2022,2,diu district,15811,229397
Dadra & Nagar Haveli & Daman & Diu,2022,2,daman district,163861,633374
Dadra & Nagar Haveli & Daman & Diu,2022,2,dadra and nagar haveli district,269344,3023521
Dadra & Nagar Haveli & Daman & Diu,2022,3,diu district,16665,180045
Dadra & Nagar Haveli & Daman & Diu,2022,3,daman district,173219,567477
Dadra & Nagar Haveli & Daman & Diu,2022,3,dadra and nagar haveli district,284923,3090359
Dadra & Nagar Haveli & Daman & Diu,2022,4,diu district,17427,445207
Dadra & Nagar Haveli & Daman & Diu,2022,4,daman district,182481,7951596
Dadra & Nagar Haveli & Daman & Diu,2022,4,dadra and nagar haveli district,300217,15669967
Dadra & Nagar Haveli & Daman & Diu,2023,1,diu district,18234,246909
Dadra & Nagar Haveli & Daman & Diu,2023,1,daman district,191432,522235
Dadra & Nagar Haveli & Daman & Diu,2023,1,dadra and nagar haveli district,314951,3702140
Dadra & Nagar Haveli & Daman & Diu,2023,2,diu district,18972,160624
Dadra & Nagar Haveli & Daman & Diu,2023,2,daman district,199267,555514
Dadra & Nagar Haveli & Daman & Diu,2023,2,dadra and nagar haveli district,328125,3369887
Dadra & Nagar Haveli & Daman & Diu,2023,3,diu district,19752,177551
Dadra & Nagar Haveli & Daman & Diu,2023,3,daman district,207437,357209
Dadra & Nagar Haveli & Daman & Diu,2023,3,dadra and nagar haveli district,341846,3914753
Dadra & Nagar Haveli & Daman & Diu,2023,4,diu district,20497,1294301
Dadra & Nagar Haveli & Daman & Diu,2023,4,daman district,215319,13129081
Dadra & Nagar Haveli & Daman & Diu,2023,4,dadra and nagar haveli district,354944,22155996
Delhi,2018,1,south district,156706,0
Delhi,2018,1,central district,202723,0
Delhi,2018,1,new delhi district,212008,0
Delhi,2018,1,west district,308558,0
Delhi,2018,1,south west district,179197,0
Delhi,2018,1,south east delhi district,251213,0
Delhi,2018,1,shahdara district,114549,0
Delhi,2018,1,north east district,95472,0
Delhi,2018,1,east district,169295,0
Delhi,2018,1,north west district,223679,0
Delhi,2018,1,north district,173622,0
Delhi,2018,2,south district,206935,0
Delhi,2018,2,central district,267154,0
Delhi,2018,2,new delhi district,282319,0
Delhi,2018,2,west district,406877,0
Delhi,2018,2,south west district,236789,0
Delhi,2018,2,south east delhi district,333350,0
Delhi,2018,2,shahdara district,152113,0
Delhi,2018,2,north east district,127159,0
Delhi,2018,2,east district,221449,0
Delhi,2018,2,north west district,294038,0
Delhi,2018,2,north district,227958,0
Delhi,2018,3,south district,264628,0
Delhi,2018,3,central district,340549,0
Delhi,2018,3,new delhi district,363140,0
Delhi,2018,3,west district,515854,0
Delhi,2018,3,south west district,297663,0
Delhi,2018,3,south east delhi district,423177,0
Delhi,2018,3,shahdara district,192430,0
Delhi,2018,3,north east district,159566,0
Delhi,2018,3,east district,280847,0
Delhi,2018,3,north west district,376806,0
Delhi,2018,3,north district,290251,0
Delhi,2018,4,south district,344311,0
Delhi,2018,4,central district,446787,0
Delhi,2018,4,new delhi district,470991,0
Delhi,2018,4,west district,686653,0
Delhi,2018,4,south west district,393208,0
Delhi,2018,4,south east delhi district,564640,0
Delhi,2018,4,shahdara district,257785,0
Delhi,2018,4,north east district,216694,0
Delhi,2018,4,east district,373139,0
Delhi,2018,4,north west district,496928,0
Delhi,2018,4,north district,379177,0
Delhi,2019,1,south district,407519,0
Delhi,2019,1,central district,529918,0
Delhi,2019,1,new delhi district,558516,0
Delhi,2019,1,west district,820526,0
Delhi,2019,1,south west district,467571,0
Delhi,2019,1,south east delhi district,671667,0
Delhi,2019,1,shahdara district,310351,0
Delhi,2019,1,north east district,262131,0
Delhi,2019,1,east district,439639,0
Delhi,2019,1,north west district,583438,0
Delhi,2019,1,north district,447987,0
Delhi,2019,2,south district,453829,3600582
Delhi,2019,2,central district,596940,4621588
Delhi,2019,2,new delhi district,637526,4770362
Delhi,2019,2,west district,919096,6019764
Delhi,2019,2,south west district,519422,3366911
Delhi,2019,2,south east delhi district,749218,5600479
Delhi,2019,2,shahdara district,352312,2162335
Delhi,2019,2,north east district,298037,1839705
Delhi,2019,2,east district,487121,3859544
Delhi,2019,2,north west district,649377,4251847
Delhi,2019,2,north district,502570,3638453
Delhi,2019,3,south district,498200,13735093
Delhi,2019,3,central district,658985,18110411
Delhi,2019,3,new delhi district,705546,17907707
Delhi,2019,3,west district,1008836,22146744
Delhi,2019,3,south west district,567496,12320743
Delhi,2019,3,south east delhi district,821304,21257734
Delhi,2019,3,shahdara district,391827,7812781
Delhi,2019,3,north east district,334361,6815269
Delhi,2019,3,east district,532254,14414183
Delhi,2019,3,north west district,709448,15312330
Delhi,2019,3,north district,554029,13548032
Delhi,2019,4,south district,533716,14624629
Delhi,2019,4,central district,711015,19757936
Delhi,2019,4,new delhi district,757888,19347259
Delhi,2019,4,west district,1081496,22958268
Delhi,2019,4,south west district,605482,12908740
Delhi,2019,4,south east delhi district,883080,22762701
Delhi,2019,4,shahdara district,425305,8243112
Delhi,2019,4,north east district,366088,7378000
Delhi,2019,4,east district,568283,15006362
Delhi,2019,4,north west district,758620,15608488
Delhi,2019,4,north district,598910,14087176
Delhi,2020,1,south district,570329,14596406
Delhi,2020,1,central district,765149,20077306
Delhi,2020,1,new delhi district,810489,19988931
Delhi,2020,1,west district,1160353,23777985
Delhi,2020,1,south west district,644981,13628530
Delhi,2020,1,south east delhi district,947535,23452400
Delhi,2020,1,shahdara district,460186,8525491
Delhi,2020,1,north east district,399504,7741484
Delhi,2020,1,east district,604768,15229722
Delhi,2020,1,north west district,814249,16316454
Delhi,2020,1,north district,648654,14929277
Delhi,2020,2,south district,608062,10923789
Delhi,2020,2,central district,821609,12170177
Delhi,2020,2,new delhi district,858515,13813232
Delhi,2020,2,west district,1243875,19803207
Delhi,2020,2,south west district,688199,13239503
Delhi,2020,2,south east delhi district,1011931,17824740
Delhi,2020,2,shahdara district,498710,7264987
Delhi,2020,2,north east district,437601,8199505
Delhi,2020,2,east district,641233,12112696
Delhi,2020,2,north west district,877218,15252379
Delhi,2020,2,north district,704186,12248038
Delhi,2020,3,south district,651616,13811149
Delhi,2020,3,central district,888536,17811726
Delhi,2020,3,new delhi district,912051,19755770
Delhi,2020,3,west district,1343895,27128183
Delhi,2020,3,south west district,739034,16937109
Delhi,2020,3,south east delhi district,1088989,23898063
Delhi,2020,3,shahdara district,543831,10118652
Delhi,2020,3,north east district,479924,10076533
Delhi,2020,3,east district,685955,15039504
Delhi,2020,3,north west district,946954,19440720
Delhi,2020,3,north district,763389,16007620
Delhi,2020,4,south district,699303,17854518
Delhi,2020,4,central district,962750,25639012
Delhi,2020,4,new delhi district,971715,26150844
Delhi,2020,4,west district,1451042,34210894
Delhi,2020,4,south west district,792331,20471250
Delhi,2020,4,south east delhi district,1174221,31579571
Delhi,2020,4,shahdara district,591192,12836928
Delhi,2020,4,north east district,525117,12410314
Delhi,2020,4,east district,734091,19059130
Delhi,2020,4,north west district,1019187,23345284
Delhi,2020,4,north district,827019,19876007
Delhi,2021,1,south district,749173,20969765
Delhi,2021,1,central district,1035060,31035635
Delhi,2021,1,new delhi district,1039016,31041137
Delhi,2021,1,west district,1559112,38915888
Delhi,2021,1,south west district,849223,22664421
Delhi,2021,1,south east delhi district,1260645,37073920
Delhi,2021,1,shahdara district,636908,14514305
Delhi,2021,1,north east district,567107,13760602
Delhi,2021,1,east district,786308,21924687
Delhi,2021,1,north west district,1094464,26122744
Delhi,2021,1,north district,890194,23178496
Delhi,2021,2,south district,799590,12452858
Delhi,2021,2,central district,1105640,16081193
Delhi,2021,2,new delhi district,1108471,16849531
Delhi,2021,2,west district,1666267,23164797
Delhi,2021,2,south west district,906878,14495551
Delhi,2021,2,south east delhi district,1346063,20866055
Delhi,2021,2,shahdara district,681073,8634338
Delhi,2021,2,north east district,607021,9159772
Delhi,2021,2,east district,839185,12706259
Delhi,2021,2,north west district,1170137,16390828
Delhi,2021,2,north district,952374,14196592
Delhi,2021,3,south district,855177,16742627
Delhi,2021,3,central district,1184217,24898251
Delhi,2021,3,new delhi district,1185588,24104453
Delhi,2021,3,west district,1785309,31060472
Delhi,2021,3,south west district,971552,18051807
Delhi,2021,3,south east delhi district,1441462,29182451
Delhi,2021,3,shahdara district,730209,11815518
Delhi,2021,3,north east district,651695,11448245
Delhi,2021,3,east district,898137,16541558
Delhi,2021,3,north west district,1254464,21044731
Delhi,2021,3,north district,1022251,18954263
Delhi,2021,4,south district,911399,25318053
Delhi,2021,4,central district,1263911,39285773
Delhi,2021,4,new delhi district,1263818,40877291
Delhi,2021,4,west district,1905278,45912758
Delhi,2021,4,south west district,1036466,26351151
Delhi,2021,4,south east delhi district,1537814,45953793
Delhi,2021,4,shahdara district,779798,18226720
Delhi,2021,4,north east district,696743,18668707
Delhi,2021,4,east district,957392,23373406
Delhi,2021,4,north west district,1339480,32390512
Delhi,2021,4,north district,1093028,29311189
Delhi,2022,1,south district,963775,4684890
Delhi,2022,1,central district,1338465,6409314
Delhi,2022,1,new delhi district,1336911,6165616
Delhi,2022,1,west district,2017435,8118532
Delhi,2022,1,south west district,1097016,4590648
Delhi,2022,1,south east delhi district,1628157,7357594
Delhi,2022,1,shahdara district,826148,2924454
Delhi,2022,1,north east district,739301,3042375
Delhi,2022,1,east district,1013024,3852805
Delhi,2022,1,north west district,1419688,5396333
Delhi,2022,1,north district,1159277,4981592
Delhi,2022,2,south district,1013938,4587356
Delhi,2022,2,central district,1409776,5948542
Delhi,2022,2,new delhi district,1406687,5625084
Delhi,2022,2,west district,2124626,7350241
Delhi,2022,2,south west district,1155288,4151379
Delhi,2022,2,south east delhi district,1714507,6702101
Delhi,2022,2,shahdara district,870461,2605709
Delhi,2022,2,north east district,779621,2614033
Delhi,2022,2,east district,1066632,3524812
Delhi,2022,2,north west district,1496002,4758442
Delhi,2022,2,north district,1222605,4685381
Delhi,2022,3,south district,1065631,4638847
Delhi,2022,3,central district,1483786,5742476
Delhi,2022,3,new delhi district,1479669,5253294
Delhi,2022,3,west district,2235907,6992655
Delhi,2022,3,south west district,1215697,3934907
Delhi,2022,3,south east delhi district,1804123,6340232
Delhi,2022,3,shahdara district,917096,2440841
Delhi,2022,3,north east district,822038,2460332
Delhi,2022,3,east district,1121596,3393992
Delhi,2022,3,north west district,1575473,4399466
Delhi,2022,3,north district,1288507,4322456
Delhi,2022,4,south district,1117981,30173803
Delhi,2022,4,central district,1558400,47227767
Delhi,2022,4,new delhi district,1552874,49393657
Delhi,2022,4,west district,2348063,52947462
Delhi,2022,4,south west district,1275864,29437122
Delhi,2022,4,south east delhi district,1894776,53203998
Delhi,2022,4,shahdara district,963656,21436265
Delhi,2022,4,north east district,864990,20440755
Delhi,2022,4,east district,1177294,25719895
Delhi,2022,4,north west district,1655730,36305502
Delhi,2022,4,north district,1354521,35578523
Delhi,2023,1,south district,1167338,4668358
Delhi,2023,1,central district,1629248,6215071
Delhi,2023,1,new delhi district,1622600,5117085
Delhi,2023,1,west district,2453869,7209475
Delhi,2023,1,south west district,1333347,3788785
Delhi,2023,1,south east delhi district,1980915,6467886
Delhi,2023,1,shahdara district,1007880,2584431
Delhi,2023,1,north east district,906036,2613986
Delhi,2023,1,east district,1230290,3461144
Delhi,2023,1,north west district,1731494,4475947
Delhi,2023,1,north district,1416994,4447621
Delhi,2023,2,south district,1209741,4722227
Delhi,2023,2,central district,1690547,6131587
Delhi,2023,2,new delhi district,1682305,5181082
Delhi,2023,2,west district,2546575,7256938
Delhi,2023,2,south west district,1383364,3822184
Delhi,2023,2,south east delhi district,2055408,6504770
Delhi,2023,2,shahdara district,1046614,2559895
Delhi,2023,2,north east district,942089,2658909
Delhi,2023,2,east district,1275831,3522796
Delhi,2023,2,north west district,1798636,4612879
Delhi,2023,2,north district,1471979,4441772
Delhi,2023,3,south district,1254751,4550171
Delhi,2023,3,central district,1754227,5783803
Delhi,2023,3,new delhi district,1744588,4834414
Delhi,2023,3,west district,2641529,7154042
Delhi,2023,3,south west district,1435544,3830749
Delhi,2023,3,south east delhi district,2133173,6244678
Delhi,2023,3,shahdara district,1086372,2419223
Delhi,2023,3,north east district,978886,2598489
Delhi,2023,3,east district,1322844,3448939
Delhi,2023,3,north west district,1866671,4522240
Delhi,2023,3,north district,1528582,4206541
Delhi,2023,4,south district,1296849,48985333
Delhi,2023,4,central district,1815323,79824178
Delhi,2023,4,new delhi district,1803952,62948469
Delhi,2023,4,west district,2732926,105964542
Delhi,2023,4,south west district,1484762,49945667
Delhi,2023,4,south east delhi district,2207076,82307831
Delhi,2023,4,shahdara district,1124343,53424787
Delhi,2023,4,north east district,1014509,46191065
Delhi,2023,4,east district,1367614,50879134
Delhi,2023,4,north west district,1933267,83288102
Delhi,2023,4,north district,1583005,75047516
Goa,2018,1,north goa district,57769,0
Goa,2018,1,south goa district,34167,0
Goa,2018,2,north goa district,76192,0
Goa,2018,2,south goa district,45982,0
Goa,2018,3,north goa district,95307,0
Goa,2018,3,south goa district,58495,0
Goa,2018,4,north goa district,121001,0
Goa,2018,4,south goa district,74349,0
Goa,2019,1,north goa district,147802,0
Goa,2019,1,south goa district,90350,0
Goa,2019,2,north goa district,173002,835794
Goa,2019,2,south goa district,105938,516438
Goa,2019,3,north goa district,197361,2920579
Goa,2019,3,south goa district,119833,1833313
Goa,2019,4,north goa district,220385,4020633
Goa,2019,4,south goa district,133161,2269910
Goa,2020,1,north goa district,244309,4665113
Goa,2020,1,south goa district,147591,2482120
Goa,2020,2,north goa district,267533,3107692
Goa,2020,2,south goa district,163106,2202434
Goa,2020,3,north goa district,294195,3452539
Goa,2020,3,south goa district,180767,2677227
Goa,2020,4,north goa district,326479,6920554
Goa,2020,4,south goa district,201105,4070564
Goa,2021,1,north goa district,352593,10384042
Goa,2021,1,south goa district,217442,5083630
Goa,2021,2,north goa district,376703,6869935
Goa,2021,2,south goa district,232403,5840426
Goa,2021,3,north goa district,403952,8991751
Goa,2021,3,south goa district,249506,7583360
Goa,2021,4,north goa district,430814,18057835
Goa,2021,4,south goa district,266364,10230419
Goa,2022,1,north goa district,456250,9699093
Goa,2022,1,south goa district,282378,8979705
Goa,2022,2,north goa district,480353,9824694
Goa,2022,2,south goa district,297426,9237463
Goa,2022,3,north goa district,504946,9634393
Goa,2022,3,south goa district,312884,10078371
Goa,2022,4,north goa district,527826,26805263
Goa,2022,4,south goa district,327376,16199949
Goa,2023,1,north goa district,550554,11867919
Goa,2023,1,south goa district,341631,10962012
Goa,2023,2,north goa district,571111,9966416
Goa,2023,2,south goa district,354909,10253228
Goa,2023,3,north goa district,593176,12566389
Goa,2023,3,south goa district,368655,11451325
Goa,2023,4,north goa district,613836,41802647
Goa,2023,4,south goa district,382087,23066256
Gujarat,2018,1,anand district,68052,0
Gujarat,2018,1,jamnagar district,52416,0
Gujarat,2018,1,devbhumi dwarka district,15809,0
Gujarat,2018,1,rajkot district,133017,0
Gujarat,2018,1,aravallis district,21932,0
Gujarat,2018,1,chhotaudepur district,6581,0
Gujarat,2018,1,botad district,23738,0
Gujarat,2018,1,bharuch district,101575,0
Gujarat,2018,1,bhavnagar district,87683,0
Gujarat,2018,1,junagadh district,35171,0
Gujarat,2018,1,mahesana district,97004,0
Gujarat,2018,1,the dangs district,2285,0
Gujarat,2018,1,kheda district,43776,0
Gujarat,2018,1,surat district,489852,0
Gujarat,2018,1,porbandar district,12401,0
Gujarat,2018,1,gandhinagar district,118201,0
Gujarat,2018,1,panch mahals district,32263,0
Gujarat,2018,1,narmada district,6464,0
Gujarat,2018,1,gir somnath district,28292,0
Gujarat,2018,1,valsad district,80138,0
Gujarat,2018,1,mahisagar district,11048,0
Gujarat,2018,1,sabar kantha district,45018,0
Gujarat,2018,1,tapi district,14231,0
Gujarat,2018,1,vadodara district,205722,0
Gujarat,2018,1,banas kantha district,93506,0
Gujarat,2018,1,amreli district,31443,0
Gujarat,2018,1,ahmadabad district,572811,0
Gujarat,2018,1,dohad district,16212,0
Gujarat,2018,1,navsari district,35437,0
Gujarat,2018,1,patan district,41580,0
Gujarat,2018,1,kachchh district,97838,0
Gujarat,2018,1,surendranagar district,38223,0
Gujarat,2018,1,morbi district,30329,0
Gujarat,2018,2,anand district,90911,0
Gujarat,2018,2,jamnagar district,68512,0
Gujarat,2018,2,devbhumi dwarka district,20804,0
Gujarat,2018,2,rajkot district,174778,0
Gujarat,2018,2,aravallis district,29047,0
Gujarat,2018,2,chhotaudepur district,9053,0
Gujarat,2018,2,botad district,32883,0
Gujarat,2018,2,bharuch district,134500,0
Gujarat,2018,2,bhavnagar district,115812,0
Gujarat,2018,2,junagadh district,46665,0
Gujarat,2018,2,mahesana district,127614,0
Gujarat,2018,2,the dangs district,3047,0
Gujarat,2018,2,kheda district,60097,0
Gujarat,2018,2,surat district,652372,0
Gujarat,2018,2,porbandar district,16137,0
Gujarat,2018,2,gandhinagar district,155539,0
Gujarat,2018,2,panch mahals district,42575,0
Gujarat,2018,2,narmada district,8940,0
Gujarat,2018,2,gir somnath district,37769,0
Gujarat,2018,2,valsad district,107556,0
Gujarat,2018,2,mahisagar district,15010,0
Gujarat,2018,2,sabar kantha district,59955,0
Gujarat,2018,2,tapi district,19255,0
Gujarat,2018,2,vadodara district,271730,0
Gujarat,2018,2,banas kantha district,125849,0
Gujarat,2018,2,amreli district,42021,0
Gujarat,2018,2,ahmadabad district,751746,0
Gujarat,2018,2,dohad district,21983,0
Gujarat,2018,2,navsari district,47911,0
Gujarat,2018,2,patan district,55482,0
Gujarat,2018,2,kachchh district,128064,0
Gujarat,2018,2,surendranagar district,51527,0
Gujarat,2018,2,morbi district,40681,0
Gujarat,2018,3,anand district,116188,0
Gujarat,2018,3,jamnagar district,84886,0
Gujarat,2018,3,devbhumi dwarka district,26394,0
Gujarat,2018,3,rajkot district,215459,0
Gujarat,2018,3,aravallis district,37199,0
Gujarat,2018,3,chhotaudepur district,12302,0
Gujarat,2018,3,botad district,40559,0
Gujarat,2018,3,bharuch district,169322,0
Gujarat,2018,3,bhavnagar district,141243,0
Gujarat,2018,3,junagadh district,57716,0
Gujarat,2018,3,mahesana district,157274,0
Gujarat,2018,3,the dangs district,4052,0
Gujarat,2018,3,kheda district,80213,0
Gujarat,2018,3,surat district,808005,0
Gujarat,2018,3,porbandar district,19921,0
Gujarat,2018,3,gandhinagar district,190882,0
Gujarat,2018,3,panch mahals district,53825,0
Gujarat,2018,3,narmada district,11957,0
Gujarat,2018,3,gir somnath district,47541,0
Gujarat,2018,3,valsad district,136470,0
Gujarat,2018,3,mahisagar district,19564,0
Gujarat,2018,3,sabar kantha district,74642,0
Gujarat,2018,3,tapi district,25095,0
Gujarat,2018,3,vadodara district,335125,0
Gujarat,2018,3,banas kantha district,159591,0
Gujarat,2018,3,amreli district,53845,0
Gujarat,2018,3,ahmadabad district,919252,0
Gujarat,2018,3,dohad district,28857,0
Gujarat,2018,3,navsari district,60676,0
Gujarat,2018,3,patan district,68979,0
Gujarat,2018,3,kachchh district,158762,0
Gujarat,2018,3,surendranagar district,65325,0
Gujarat,2018,3,morbi district,52062,0
Gujarat,2018,4,anand district,146258,0
Gujarat,2018,4,jamnagar district,103876,0
Gujarat,2018,4,devbhumi dwarka district,32660,0
Gujarat,2018,4,rajkot district,260602,0
Gujarat,2018,4,aravallis district,46665,0
Gujarat,2018,4,chhotaudepur district,16321,0
Gujarat,2018,4,botad district,49066,0
Gujarat,2018,4,bharuch district,211843,0
Gujarat,2018,4,bhavnagar district,173699,0
Gujarat,2018,4,junagadh district,70174,0
Gujarat,2018,4,mahesana district,192493,0
Gujarat,2018,4,the dangs district,5165,0
Gujarat,2018,4,kheda district,103292,0
Gujarat,2018,4,surat district,998807,0
Gujarat,2018,4,porbandar district,24373,0
Gujarat,2018,4,gandhinagar district,242368,0
Gujarat,2018,4,panch mahals district,68139,0
Gujarat,2018,4,narmada district,15550,0
Gujarat,2018,4,gir somnath district,58991,0
Gujarat,2018,4,valsad district,172711,0
Gujarat,2018,4,mahisagar district,25483,0
Gujarat,2018,4,sabar kantha district,91898,0
Gujarat,2018,4,tapi district,31929,0
Gujarat,2018,4,vadodara district,421895,0
Gujarat,2018,4,banas kantha district,197774,0
Gujarat,2018,4,amreli district,67020,0
Gujarat,2018,4,ahmadabad district,1212636,0
Gujarat,2018,4,dohad district,36773,0
Gujarat,2018,4,navsari district,75930,0
Gujarat,2018,4,patan district,84408,0
